"","z","y","y.0","y.1","mu.0","mu.1","e"
"1",1,8.60926365824171,3.21820831873171,8.60926365824171,3.1375927032434,8.77705160883837,0.687736769375297
"2",0,6.26069632017839,6.26069632017839,13.943695122566,5.75423022548806,12.5812136209764,0.753428043217236
"3",0,0.246827096569207,0.246827096569207,1.44453820943278,-0.533271687508162,2.24998219407286,0.596180942555037
"4",1,13.7730230597231,5.06520257767998,13.7730230597231,7.12295360205392,12.8900661360476,0.767222770628076
"5",1,4.11780376515885,5.04130114796744,4.11780376515885,5.17832269891111,3.57427515091499,0.663044172034486
"6",1,2.54148023809326,1.73296812603435,2.54148023809326,3.4822309074254,2.84185210986188,0.599130451185071
"7",0,-0.0944416035057177,-0.0944416035057177,3.13578838617025,0.836904237267803,2.72117553428314,0.641777898814156
"8",1,2.19376863162089,-0.554954404330219,2.19376863162089,0.393752010393598,1.60251601874043,0.635352251891606
"9",1,5.53332903405981,4.25143415510627,5.53332903405981,3.9786986998856,8.00530107096764,0.740114094889736
"10",1,0.735840248348641,-5.39360187468706,0.735840248348641,-6.30539461573261,-0.186987099976511,0.642031341704625
"11",0,-3.42833815804282,-3.42833815804282,1.91606944916401,-3.17223427473249,1.88046669906379,0.697355180233817
"12",1,2.03106466965377,-2.28767581762824,2.03106466965377,-2.23166707812647,1.30472957332621,0.58595323089402
"13",0,3.89274685683267,3.89274685683267,5.87849663309611,3.92850269994673,5.00369244587486,0.63107979815917
"14",1,2.49389892479666,-4.25842557461972,2.49389892479666,-3.99390836961929,1.36637589900886,0.706096403866219
"15",1,1.85642510597726,-2.29481067629334,1.85642510597726,-2.89104239032299,2.31003958859325,0.654872022526169
"16",1,2.9459995126346,-2.21279611931506,2.9459995126346,-3.69519189487111,0.435061375757141,0.620266869218752
"17",0,2.85816225905477,2.85816225905477,2.75806221297556,2.29241220135672,1.6335684633042,0.638730694425541
"18",1,0.673753826947918,0.366990640451998,0.673753826947918,2.09469682654622,1.47194654316327,0.640496501747344
"19",0,0.750031806158366,0.750031806158366,6.54259262715985,0.650654970932081,5.08528415198593,0.609065781017902
"20",0,2.48687379894021,2.48687379894021,2.40910844001909,2.44650642283879,2.79477889433107,0.650469560620986
"21",1,-1.35818265851827,0.191024532245876,-1.35818265851827,-0.128005750373084,-0.0513377683929326,0.542177540791137
"22",1,4.90833418545107,3.26498728537883,4.90833418545107,4.36937365532589,4.11821330202353,0.638666147448024
"23",1,2.44282927071322,-5.97311059907918,2.44282927071322,-5.68542152956657,1.81553035239118,0.723748145394753
"24",0,-4.88990587248117,-4.88990587248117,2.16247065622816,-4.9754617002944,1.9108696486744,0.63358255051437
"25",0,-6.64457791891361,-6.64457791891361,0.722996355053504,-5.37479753710235,0.990246161381738,0.656417452681697
"26",0,1.04945114517878,1.04945114517878,-0.37805679099797,1.20700705439873,0.679945963381814,0.613772980271093
"27",1,2.9424051497143,1.6081791727413,2.9424051497143,2.21219042621449,3.23509990661042,0.591210787299412
"28",0,2.16710125709032,2.16710125709032,1.29620416228084,2.22662413727469,0.905954101736593,0.618848034293039
"29",1,8.14272579261726,-2.72299811295625,8.14272579261726,-1.45028742542695,8.03926814207715,0.690343233113483
"30",0,0.913215534888871,0.913215534888871,3.00599712866552,1.58912192546677,1.61118811604093,0.644315384763218
"31",0,2.96358830988394,2.96358830988394,1.61342420435871,2.22015242568007,1.13711188984404,0.637677009353603
"32",0,1.80741355740044,1.80741355740044,0.830090902489165,3.58012636008498,-0.32320507664656,0.632133961041925
"33",0,1.48946741383051,1.48946741383051,1.07307018069575,1.01058604988794,0.226489550381697,0.602380683155389
"34",1,1.44380352484508,0.719733686847716,1.44380352484508,0.0862311557233253,2.24431655735462,0.646012040119553
"35",1,3.57750643840872,-1.96827977811164,3.57750643840872,-1.09782893386792,1.72821776225731,0.649987193944554
"36",1,0.547836801876401,6.0851783790313,0.547836801876401,5.82016479709192,1.95123050820079,0.648734972737178
"37",1,5.02075259128161,2.54089408496803,5.02075259128161,0.94893567144537,6.8176993121069,0.757273904722139
"38",1,2.73194890009307,1.22199306855189,2.73194890009307,1.00992200824327,1.46978442917726,0.638682029626832
"39",1,0.905465217630037,-0.478695709324085,0.905465217630037,-0.252182797173932,1.32455240336831,0.6318137860159
"40",0,-1.49067401934075,-1.49067401934075,0.49929179919657,-0.87665489213034,1.53359923297789,0.615777247636274
"41",1,-0.841886123847296,-1.69553212134906,-0.841886123847296,-0.418083114690113,-0.587815423054912,0.606722981925754
"42",0,2.69468691450778,2.69468691450778,5.20304732530478,2.89542347079264,7.00661825866278,0.669544849801299
"43",0,-5.5121737482074,-5.5121737482074,0.5507291097979,-5.78711421208509,0.676645038649579,0.6497418568689
"44",1,1.24274907329974,0.0892762229659266,1.24274907329974,1.04927495682868,0.918882661142101,0.534027223922595
"45",1,1.43132576608632,4.4080104928516,1.43132576608632,4.9045066906218,2.96383201554146,0.635931624838277
"46",1,-0.697338557915385,0.766849217281849,-0.697338557915385,2.24774333868976,0.24290107108745,0.489300694045857
"47",1,5.80519332589206,4.91676864138606,5.80519332589206,5.91526504369629,6.95679953649164,0.703103005474086
"48",0,-4.53857425514629,-4.53857425514629,0.316193093301661,-4.13093626721207,1.35529779603718,0.670035292445335
"49",1,4.96891043289656,1.07365479367892,4.96891043289656,0.0579018656680606,4.57145156650412,0.638846841201064
"50",1,-0.308286875572245,2.12121926685506,-0.308286875572245,2.38949116262874,0.208914595790948,0.658830813708013
"51",0,4.78381134194388,4.78381134194388,9.82725214380396,4.80290520756952,9.87874692698378,0.717965834588864
"52",1,11.3057799770278,8.58325148734838,11.3057799770278,7.26012753782645,12.3782027413143,0.735700473494914
"53",0,-0.81909173303686,-0.81909173303686,6.6685959285083,-0.920263146703008,5.34445073848175,0.521842724211117
"54",1,6.56598063344379,1.29046824848685,6.56598063344379,0.0386436604209669,8.51559809147085,0.695001352744945
"55",0,0.153578492961718,0.153578492961718,3.97793879411177,0.383494069174408,4.25126615436711,0.717691647193373
"56",1,3.16224515840206,-3.36861301101094,3.16224515840206,-3.06965147863914,5.32770934349661,0.716456017051581
"57",1,5.04361651507669,-3.48146154456055,5.04361651507669,-3.06536708812412,5.33557025917803,0.716456017051581
"58",1,1.82196684811276,2.91856722265821,1.82196684811276,2.94763873607072,1.62283174786404,0.634048569722281
"59",1,0.925685527217412,4.46190520410682,0.925685527217412,3.08503677779388,1.71554520128357,0.58221755512113
"60",0,1.62279429930869,1.62279429930869,1.27566627861,0.707301513136248,1.56637912283912,0.64757583186752
"61",0,1.15927259389193,1.15927259389193,2.90868963841987,1.5643784115195,3.6811480552741,0.668485514744277
"62",1,2.68747058273868,-2.15691744661751,2.68747058273868,-0.297607301927874,1.46219288820661,0.628491810364341
"63",0,-0.0211649411241868,-0.0211649411241868,3.33376852779587,0.0624789883424522,2.74413498140597,0.603466179874772
"64",0,-2.03109856122148,-2.03109856122148,-2.33867879349774,-3.81337262723238,-0.861146323245371,0.63797744871546
"65",1,6.22454189810712,-0.95786507986248,6.22454189810712,-0.572810462275415,6.48599622734274,0.737434330207851
"66",1,-1.97558033072438,-3.53515284498933,-1.97558033072438,-4.43527819962906,-1.63279462461792,0.589524261647413
"67",1,9.40496695123165,-1.87862716883981,9.40496695123165,-2.06062009663323,6.22983311177241,0.712776161880384
"68",1,20.6504379297992,7.55150924093649,20.6504379297992,5.60525854676197,19.8365507030894,0.844900182106035
"69",0,-5.75083723127095,-5.75083723127095,-0.985147763086648,-5.63952532361637,-0.856496061558837,0.632912990877942
"70",0,-1.98547923374194,-1.98547923374194,3.73129351426084,-3.31475545969252,4.35620112459453,0.707930642688845
"71",1,5.04062630301523,-1.10730012049727,5.04062630301523,-1.29423124372736,5.03398785150347,0.796338204808388
"72",0,-0.774191847296696,-0.774191847296696,2.09114635730311,-0.911769208319423,3.33178070391232,0.633741910297804
"73",1,6.64558338398231,0.305421106211719,6.64558338398231,1.23768105254466,5.34762182845167,0.729791294749799
"74",0,3.83885698294753,3.83885698294753,8.94703708467974,3.2419090888778,8.0203624060293,0.764456949951033
"75",0,4.43119054744895,4.43119054744895,12.4094447464585,4.86227483787188,10.6049783587505,0.755409635427305
"76",0,-2.92230656535912,-2.92230656535912,1.05582689757144,-3.03856144798275,1.6750529104104,0.637040369832748
"77",1,4.22713388790918,-1.65605280943102,4.22713388790918,-0.889657221953672,5.37487599667051,0.645484057624198
"78",1,5.17543656367776,3.62610152674446,5.17543656367776,2.86545550161498,5.49317412889308,0.673612589241542
"79",0,4.60662102069425,4.60662102069425,7.82820088173047,4.11881617275731,6.60071125969266,0.656714727007147
"80",1,31.2575239037025,4.6724061163659,31.2575239037025,5.45004687758248,30.6312813912779,0.923855230068147
"81",1,2.85272560670817,-1.35165291418433,2.85272560670817,-1.10150877958669,1.8213596613738,0.656609174022819
"82",1,1.44318584677222,4.36986688040519,1.44318584677222,3.07626102512267,3.30378941973335,0.642092277353607
"83",1,3.1083985416836,-2.15565503102346,3.1083985416836,0.338494852432781,3.63394577832071,0.619656157460175
"84",0,-3.0042404407218,-3.0042404407218,2.53594400994415,-2.06737867600401,2.63425640398353,0.705199870107908
"85",0,4.19124402064439,4.19124402064439,-0.425953930596216,2.48437217146187,0.693470653695688,0.607583639210899
"86",1,7.67017287319262,0.651415852925033,7.67017287319262,1.71504002193718,7.60087271156171,0.731359252362391
"87",1,9.6438527141042,4.39806417821149,9.6438527141042,4.67153134017343,9.96098886156294,0.691900380487354
"88",0,0.214828734666248,0.214828734666248,13.2736252190663,-0.670876726157185,11.8074823316093,0.764973110849511
"89",1,10.759479773299,-1.76858429192214,10.759479773299,-0.993990232341716,11.2146400081236,0.809540801205729
"90",1,-2.02105883944854,0.413161160303728,-2.02105883944854,0.0155805767100203,-1.37869516872448,0.555093136995441
"91",1,20.2606043247413,8.12653431825565,20.2606043247413,9.06458892809451,19.9862169707808,0.839761696186748
"92",0,3.51231511550771,3.51231511550771,3.0716038424913,2.55122982151869,1.60459219557164,0.630382842693118
"93",1,2.48697141895297,-5.26152640279528,2.48697141895297,-3.86689272894139,1.62760663365218,0.656420782792329
"94",0,-2.3898441611678,-2.3898441611678,3.87860616556762,-3.035474823692,2.28782035558097,0.633884661903262
"95",1,1.71767370589655,5.84767676213715,1.71767370589655,4.96936015407625,2.55241485598163,0.640986176501429
"96",1,2.36623101750851,0.772962702197115,2.36623101750851,0.114572189648894,2.58820297108539,0.647343750782376
"97",1,-0.980557186983015,-3.28486617799513,-0.980557186983015,-3.27201278230099,-0.677893563404197,0.634336618995436
"98",0,1.15723317642876,1.15723317642876,5.70028174333995,2.2281570128602,6.00192676315801,0.675940699049087
"99",0,1.98630825086499,1.98630825086499,3.02592583654976,0.503230214886087,3.19700016367704,0.719261289785888
"100",1,0.582964284132654,0.506820924554731,0.582964284132654,0.763514794390505,0.690350216770693,0.582047012047574
"101",1,1.53336510035794,-3.42994537846678,1.53336510035794,-3.44683194974719,0.943655139056073,0.660400426564801
"102",1,6.0196035046174,-3.06860490244176,6.0196035046174,-1.52082811442482,6.05843288477358,0.723371750145409
"103",1,0.0525933474397441,-1.82217128907479,0.0525933474397441,-2.54490205434446,0.82966924335032,0.629593568631565
"104",1,3.10871994116113,-3.96889557666338,3.10871994116113,-4.5053249582244,2.63433425748445,0.656410109469018
"105",1,2.2901469749615,2.73554848074617,2.2901469749615,2.57979354466647,1.33878130007209,0.615241160514985
"106",1,7.79398582454503,3.97560818626267,7.79398582454503,3.92535357828906,7.45119122211609,0.702191769555989
"107",1,7.27706879386533,-0.49724041236187,7.27706879386533,-0.597901678530045,5.71596283410471,0.763521561585841
