"","z","y","y.0","y.1","mu.0","mu.1","e"
"1",0,2.30257089533815,2.30257089533815,2.43728182683447,1.28218618481385,2.1212747358737,0.224325134857133
"2",0,0.237280328585489,0.237280328585489,6.5756521658469,-0.27343132831636,5.14935836624416,0.556170969333
"3",0,11.9760570117809,11.9760570117809,13.449556872065,11.5105896462703,13.82072469583,0.377156135682697
"4",1,9.92171577025977,0.709817919701499,9.92171577025977,0.739205415398896,8.87881961032117,0.410951721875439
"5",0,4.39904721845628,4.39904721845628,0.176220060682062,3.9869091898314,0.847373236062785,0.202553073519569
"6",1,-2.2740102983763,-3.50694307748971,-2.2740102983763,-5.15652560469827,-1.90589059367638,0.41275572792847
"7",0,-0.0346774779176819,-0.0346774779176819,4.01688241173886,-1.22825855438197,3.14699653762421,0.293970060592043
"8",0,2.04695276986253,2.04695276986253,4.9032076880623,1.93333494168476,5.08022456577999,0.463027442525405
"9",1,0.755108992242829,-3.24738741491558,0.755108992242829,-4.13841218055654,0.203547681325799,0.465136906708051
"10",0,2.40472288971776,2.40472288971776,5.57542624293855,-0.941296334053486,3.79619134331166,0.238483435066286
"11",0,2.8104737665337,2.8104737665337,8.68274470363078,4.5279795398262,8.20584195114532,0.335550192825451
"12",0,5.69248435056087,5.69248435056087,14.3799045280836,4.86936742269191,13.3464999296395,0.511954185497378
"13",1,5.65740255261554,1.89247272176526,5.65740255261554,2.02776625562751,6.18732914311498,0.409564024179632
"14",1,6.43256029204675,0.085240014590431,6.43256029204675,-0.259040190654087,5.72480539586699,0.500789555239142
"15",0,-2.14273647233972,-2.14273647233972,-2.29624312958506,-3.80007899356522,-1.70844692172985,0.347330296230794
"16",0,3.83614900387244,3.83614900387244,5.4913859415007,3.43947214356186,5.49627481099653,0.43701534627064
"17",0,-0.134053210626937,-0.134053210626937,2.28431027805601,-0.0804424123794948,2.86741668278822,4.53594896867559e-15
"18",1,2.68820055578602,-1.39154668782551,2.68820055578602,-0.822582807354061,5.45470204235873,0.498887997343778
"19",1,5.93309432266895,3.61661285311065,5.93309432266895,2.87416281406145,6.54717972913833,0.424559105672218
"20",1,-3.15387934855718,-9.00182672309976,-3.15387934855718,-8.6844184518112,-2.59517388095993,0.207643113516017
"21",0,-1.62701149601941,-1.62701149601941,-0.312151556335375,-0.541806261291257,0.308562214856167,0.342292416305899
